# t,sigma,alpha
0.000000000000000000e+00 9.736777893374961934e+01 9.371934879924508266e+01 2.163749563506608187e+00 4.758391196499154874e-01 9.825706721475335748e-01
3.000000000000000000e+00 9.410243604490651137e+01 1.039152124282477416e+02 2.042546239335859326e+00 4.040882388878592330e-02 1.037580530748664298e+00
4.000000000000000000e+00 9.506856610219222148e+01 1.058850736224044908e+02 1.735818577739428603e+00 1.676541511768102066e-01 9.801112754218471723e-01
1.100000000000000000e+01 9.049504600384891262e+01 1.084104417059285481e+02 1.713191292648133190e+00 5.646516412007182573e-02 9.723831850197394155e-01
1.200000000000000000e+01 1.003819740083203556e+02 1.068239702104623063e+02 1.792832642422927947e+00 2.236552852915320855e-01 1.038877011637822312e+00
1.400000000000000000e+01 8.403628092552048656e+01 9.757452681775731662e+01 1.385365271527901676e+00 5.251665259629163529e-01 1.028931488090334856e+00
1.800000000000000000e+01 8.789697761469508919e+01 1.030209990310870580e+02 1.299505224831898564e+00 6.275645355772065948e-01 9.756412447831955825e-01
1.900000000000000000e+01 1.018502489958185890e+02 9.324388418210547513e+01 8.625563924976029639e-01 4.014863542908972960e-01 1.144394627736618597e+00
2.000000000000000000e+01 8.834975073950965907e+01 9.656276471773581704e+01 1.268400038765684190e+00 -6.122724362423500599e-01 1.057626419388501438e+00
2.800000000000000000e+01 8.083741254702383117e+01 8.307149260077099484e+01 9.684491428673551727e-01 -2.295053967015094898e-01 1.046841818868904816e+00
9.800000000000000000e+01 8.429024686987060022e+01 1.024040120425049025e+02 9.580688184178398625e-01 -1.004573842224126823e+00 1.084977474292801114e+00
1.030000000000000000e+02 8.981054135041958375e+01 1.094166833122068567e+02 1.003848219531885411e+00 -6.756809699244177292e-01 1.054775439709327189e+00
1.290000000000000000e+02 9.280361845984096192e+01 1.100921431916783177e+02 9.639124341103284532e-01 -1.089532656841414759e+00 1.043742818158045260e+00
1.380000000000000000e+02 9.421933838666001293e+01 1.056306634526725929e+02 9.575125369443200363e-01 -1.076179103589032460e+00 1.054449468975448667e+00
1.400000000000000000e+02 9.739844582825442387e+01 1.157370380722576186e+02 1.073129776540473479e+00 -1.423039585689147568e+00 1.050735132404116090e+00
1.650000000000000000e+02 1.012532021000140077e+02 1.094481572473711424e+02 1.158250379060827173e+00 -1.578511405599900552e+00 1.152854759979185406e+00
1.730000000000000000e+02 1.061996241819294085e+02 1.165517184319218558e+02 1.119281457100686161e+00 -1.899358853237447464e+00 1.192888813790148550e+00
1.890000000000000000e+02 1.030999507853073709e+02 1.125409884221914893e+02 1.091083258501778674e+00 -1.795760265884408513e+00 1.157345754810588989e+00
2.090000000000000000e+02 1.047060566155218453e+02 1.117316257031963858e+02 1.081505955000388264e+00 -1.716563019804268730e+00 1.143477056115563162e+00
2.110000000000000000e+02 1.019183308169013173e+02 1.095038409991147716e+02 1.083811794799190764e+00 -1.669177702797068896e+00 1.134856706601504950e+00
2.220000000000000000e+02 1.027663595354700732e+02 1.083837714208920886e+02 1.099070419223796113e+00 -1.519725282221482843e+00 1.143966354205824265e+00
