# t,x,y,z,r,h,SDD
0.000000000000000000e+00 -1.851573433271985314e+00 -8.872035681835354071e-01 2.840116671433845053e+00 1.581400397257537005e+00 2.662181792560644311e+01 1.334462962618949575e+02
4.000000000000000000e+00 4.711777000665295922e-02 2.465214321969568800e-01 3.398918217972937139e-01 -4.877564458557925864e-01 2.704210381696948673e+01 1.289208468672646291e+02
8.100000000000000000e+01 -6.224524306501180715e-02 -2.391425979682690328e-02 1.127128700594938193e+00 -2.088452048978621800e-01 2.691000960021010613e+01 1.296108181974349804e+02
9.400000000000000000e+01 -2.837546709014946572e-02 -6.801631073187838772e-02 2.985322661163165581e-01 3.216068276768824230e-02 2.691395112572949344e+01 1.295173511686322172e+02
1.110000000000000000e+02 -1.943737827435994617e-02 1.839498475971155511e-01 4.168568542875461524e-01 5.057658951395120894e-01 2.685074980031722092e+01 1.295614693568790869e+02
1.280000000000000000e+02 -9.794474481964049462e-03 4.078602866500491420e-01 2.315246136840012556e-02 -4.942496664278110408e-01 2.681682527988359155e+01 1.296350697425467047e+02
1.560000000000000000e+02 -1.003603219800554280e-01 8.329465640792071968e-02 2.445401286076424596e-01 5.517050372224080457e-02 2.679613891996853781e+01 1.290143864562642193e+02
1.590000000000000000e+02 -8.127169963285386933e-02 2.530314436921283217e-01 2.760452044795185245e-01 5.951373906355532650e-01 2.672271977086048622e+01 1.286913672167150082e+02
1.810000000000000000e+02 -1.802060351540618333e-01 1.909381102516000128e-01 2.418196985161538137e-01 8.416587705354461324e-01 2.661810244430765948e+01 1.291983145480324708e+02
1.840000000000000000e+02 -1.975260145986450222e-02 2.536537500408594381e-01 5.257603743219758652e-01 2.491191808749700365e-01 2.667112749708986286e+01 1.285520962741149447e+02
1.900000000000000000e+02 -1.808430948327658383e-01 5.124734843638353854e-02 1.501882240441451966e-01 5.334512160962479044e-01 2.657870409009775159e+01 1.291853171213777784e+02
1.950000000000000000e+02 -2.001159429431096370e-01 7.487665274432026008e-02 5.022547823617873330e-01 3.451745188929640218e-01 2.648764560892498210e+01 1.289195478094911493e+02
2.010000000000000000e+02 -8.787680360077493313e-02 2.258235223980524231e-01 1.281712602752370757e-03 1.509507430443823850e-01 2.656681818664707606e+01 1.288749715019174289e+02
2.060000000000000000e+02 -1.423259062465900004e-01 3.224443678912657374e-01 1.042935245551010470e-01 4.781850072650566386e-01 2.645236112332598566e+01 1.299438631841943561e+02
2.120000000000000000e+02 -6.266015854960116371e-03 2.578241416247104567e-01 2.045828633673350549e-01 -3.381525821628976747e-01 2.638979263498170980e+01 1.295294255455735879e+02
2.640000000000000000e+02 -1.445573689191620437e-01 1.826438286982333681e-01 5.328551968915974379e-01 -3.253667821240411318e-01 2.623715359745793307e+01 1.298229606281059034e+02
2.660000000000000000e+02 -2.052512662816069478e-02 3.039346328331692382e-01 7.715940522434400206e-02 -2.484696633233324237e-01 2.634824480331596774e+01 1.296114392644219322e+02
2.700000000000000000e+02 -1.095592975655299561e-01 2.053639417766157937e-01 2.732363700176870802e-01 -3.814382730415520339e-01 2.624090320306949309e+01 1.302742221028344147e+02
2.800000000000000000e+02 -6.122750989958034018e-02 2.374263109153788298e-01 6.493716738913903885e-01 1.002243520087263140e-01 2.620404190405125178e+01 1.292379539034893696e+02
2.810000000000000000e+02 -7.507251796328263949e-02 2.764905529747881952e-01 2.042367125871683564e-01 -6.050348380471098908e-02 2.618796434014809194e+01 1.302429025218174559e+02
3.010000000000000000e+02 -7.946483657460649830e-02 2.421752768365699748e-01 1.330848775188250843e-01 6.799332767946059120e-02 2.610821643505914835e+01 1.302572704748379522e+02
3.230000000000000000e+02 -6.486850512184505479e-02 2.671466165881753452e-01 3.274735993981582882e-01 5.500629796058546794e-02 2.607990450838696717e+01 1.302681461197559827e+02
3.280000000000000000e+02 -4.594140940521038163e-02 2.625694577754523196e-01 3.627651592691999438e-01 -2.849081235296856834e-02 2.609665350801909867e+01 1.300612117106053631e+02
3.660000000000000000e+02 -4.983230862297347019e-02 2.322735527171812531e-01 4.474053023644019023e-01 -7.043565798082572493e-02 2.608362866194114460e+01 1.303475484272426286e+02
3.820000000000000000e+02 -7.370577606842590446e-02 2.572054394224947971e-01 2.637053432314687140e-01 -2.573323720365087303e-02 2.611034052330597177e+01 1.302035364435153042e+02
3.890000000000000000e+02 -5.153795982920254815e-02 2.475062621220562586e-01 2.367451891415667808e-01 -5.845674167803364268e-02 2.612011855046247177e+01 1.303375464672029693e+02
3.910000000000000000e+02 -6.686059541796711414e-02 2.548276511717668669e-01 4.399930178724066332e-01 1.591738573952662661e-02 2.604892743494746910e+01 1.303648391813125045e+02
4.180000000000000000e+02 -5.497084539395946656e-02 2.504768389262240214e-01 2.907617481421804762e-01 -4.915296021064539250e-02 2.610628412294342837e+01 1.302526959655543521e+02
4.250000000000000000e+02 -6.656292914746420042e-02 2.498586940047760607e-01 3.792874680927894593e-01 2.916068301313813615e-02 2.605500382624909506e+01 1.302321311829077501e+02
4.330000000000000000e+02 -5.775302770229572003e-02 2.412442100139264856e-01 3.881976008889624352e-01 3.647444410438789586e-02 2.608848643488794039e+01 1.301130158635000953e+02
4.390000000000000000e+02 -6.138469698476862330e-02 2.400473675830568643e-01 3.632271435271215987e-01 -1.462075497316006611e-02 2.609941910240112861e+01 1.301046648295458965e+02
4.550000000000000000e+02 -5.132307582608962998e-02 2.389896941035586364e-01 3.581718301319912201e-01 -3.330963800794123353e-02 2.607924784682749220e+01 1.301659653433569872e+02
4.640000000000000000e+02 -6.070058142524645955e-02 2.438995204468976663e-01 4.116315112226539563e-01 1.238163008164178819e-02 2.606615896431897283e+01 1.302907562490306077e+02
